Q0050,0.241038886,0.049254981,0.125968543,0.1067901525,0.087611762,0.0684333715
Q0080,0.152274625,0.088757702,0.1141644712,0.1078127789,0.1014610866,0.0951093943
Q0085,0.164902872,0.175539554,0.1712848812,0.1723485494,0.1734122176,0.1744758858
Q0130,0.105690552,0.088757702,0.095530842,0.093837557,0.092144272,0.090450987
Q0250,0.148731953,0.087728806,0.1121300648,0.1060297501,0.0999294354,0.0938291207
Q0275,0.188087869,0.049254614,0.104787916,0.0909045905,0.077021265,0.0631379395
R0020C,0.174242811,0.075531942,0.1150162896,0.1051452027,0.0952741158,0.0854030289
R0030W,0.125961164,0.088603202,0.1035463868,0.0998105906,0.0960747944,0.0923389982
YAL001C,0.310093318,0.049254615,0.1535900962,0.1275062259,0.1014223556,0.0753384853
YAL002W,0.245971554,0.142848807,0.1840979058,0.1737856311,0.1634733564,0.1531610817
YAL003W,0.125949749,0.112409284,0.11782547,0.1164714235,0.115117377,0.1137633305
YAL004W,0.1296196,0.064081334,0.0902966404,0.0837428138,0.0771889872,0.0706351606
YAL005C,0.162204373,0.150052948,0.154913518,0.1536983755,0.152483233,0.1512680905
YAL007C,0.125118506,0.195914338,0.1675960052,0.1746755884,0.1817551716,0.1888347548
YAL009W,0.210655497,0.098235606,0.1432035624,0.1319615733,0.1207195842,0.1094775951
YAL010C,0.1845147,0.0846937,0.1246221,0.11464,0.1046579,0.0946758
YAL011W,0.249465766,0.139847483,0.1836947962,0.1727329679,0.1617711396,0.1508093113
YAL012W,0.136092023,0.092853565,0.1101489482,0.1058251024,0.1015012566,0.0971774108
YAL013W,0.160034973,0.064089079,0.1024674366,0.0928728472,0.0832782578,0.0736836684
YAL014C,0.100949469,0.064181506,0.0788886912,0.0752118949,0.0715350986,0.0678583023
YAL015C,0.211966834,0.19555712,0.2021210056,0.2004800342,0.1988390628,0.1971980914
YAL016W,0.166996175,0.187339286,0.1792020416,0.1812363527,0.1832706638,0.1853049749
YAL017W,0.264968491,0.145391833,0.1932224962,0.1812648304,0.1693071646,0.1573494988
YAL018C,0.16818195,0.134424357,0.1479273942,0.1445516349,0.1411758756,0.1378001163
YAL019W,0.259980434,0.098269331,0.1629537722,0.1467826619,0.1306115516,0.1144404413
