YBL007C,0.227061692,0.671284841,0.98340654,0.638259479,0.644864551,0.651469624,0.658074696,1.209390473
YNL189W,0.164359199,0.750586099,0.750610054,0.604035363,0.63334551,0.662655657,0.691965805,1.133012116
YER133W,0.148105427,0.620965061,0.750610054,0.535161401,0.552322133,0.569482865,0.586643597,1.008226295
YDR394W,0.138989647,0.582766337,0.750610054,0.513783094,0.527579742,0.541376391,0.55517304,0.969289554
YMR047C,0.179569187,0.483835669,0.832357247,0.494899443,0.492686688,0.490473933,0.488261179,0.941415319
YFR028C,0.189567784,0.482139927,0.767935578,0.480445804,0.480784629,0.481123453,0.481462278,0.912677615
YPL204W,0.205236679,0.44580652,0.750610054,0.461864943,0.458653259,0.455441574,0.452229889,0.879149235
YOL133W,0.184043561,0.453921392,0.750610054,0.4606241,0.459283558,0.457943017,0.456602475,0.87585606
YJR045C,0.157892452,0.659123787,0.39238653,0.467131639,0.505530069,0.543928498,0.582326928,0.868350899
YHR099W,0.534870419,0.393079578,0.39238653,0.428354026,0.421299137,0.414244247,0.407189357,0.817400095
YDL132W,0.245296,0.344987819,0.750610054,0.421470423,0.406173902,0.390877381,0.375580861,0.808442064
YGL137W,0.239229817,0.494291713,0.487066862,0.428720026,0.441834364,0.454948701,0.468063038,0.808010881
YDR328C,0.130671691,0.40773105,0.750610054,0.424185961,0.420894979,0.417603997,0.414313015,0.807598818
YMR059W,0.141544756,0.291199842,0.936310395,0.415063709,0.390290935,0.365518162,0.340745389,0.801007433
YDR388W,0.16125111,0.595766436,0.358223524,0.427751877,0.461354788,0.4949577,0.528560612,0.795927109
YBR160W,0.191040283,0.765795659,0,0.4306579,0.497685452,0.564713004,0.631740556,0.784736235
YKL145W,0.162791114,0.359891131,0.750610054,0.408295858,0.398614912,0.388933967,0.379253022,0.780602602
YCL018W,0.138314728,0.580105903,0.358223524,0.414187515,0.447371192,0.48055487,0.513738548,0.770364439
YJR022W,0.124352765,0.367247142,0.750610054,0.402364276,0.395340849,0.388317422,0.381293996,0.768003837
YPR016C,0.093814754,0.382457571,0.750610054,0.402334988,0.398359504,0.394384021,0.390408538,0.766424218
YER012W,0.126273185,0.364399966,0.750610054,0.401420793,0.394016627,0.386612462,0.379208297,0.766401589
YHR114W,0.200699605,0.536537784,0.358223524,0.407999674,0.433707296,0.459414918,0.48512254,0.76234557
YMR125W,0.217656896,0.308872237,0.750610054,0.396502856,0.378976732,0.361450608,0.343924485,0.762118488
YNL064C,0.15368937,0.343399693,0.750610054,0.397774703,0.386899701,0.376024699,0.365149697,0.761209436
YPR110C,0.136302193,0.550253751,0.39238653,0.407299056,0.435889995,0.464480934,0.493071873,0.759572737
YLR208W,0.218093611,0.179210901,0.977550024,0.388516359,0.346655268,0.304794176,0.262933084,0.759111628
YGL048C,0.17475934,0.32804243,0.750610054,0.395363564,0.381899337,0.36843511,0.354970883,0.757922884
YMR049C,0.243079707,0.484414041,0.39238653,0.40107358,0.417741672,0.434409764,0.451077857,0.753705755
YCR093W,0.325280231,0.23480979,0.750610054,0.386377466,0.356063931,0.325750396,0.295436861,0.749273954
YER125W,0.223911968,0.288573959,0.750610054,0.387917485,0.36804878,0.348180075,0.328311369,0.746977574
YLR347C,0.182467654,0.309723421,0.750610054,0.388131138,0.372449594,0.356768051,0.341086508,0.745289933
YLR175W,0.228699318,0.281641651,0.750610054,0.385648169,0.364846865,0.344045562,0.323244258,0.743132172
YGL004C,0.142782295,0.327552781,0.750610054,0.387124478,0.375210138,0.363295799,0.35138146,0.741493677
YBL004W,0.411688324,0.177298977,0.750610054,0.379224083,0.338839062,0.298454041,0.258069019,0.740718268
YBR017C,0.204058773,0.291060508,0.750610054,0.384197461,0.36557007,0.34694268,0.328315289,0.739288871
YMR109W,0.285916105,0.462347066,0.358223524,0.39220844,0.406236165,0.420263891,0.434291616,0.738182174
YGR092W,0.219191925,0.270466855,0.767935578,0.382015303,0.359705614,0.337395924,0.315086234,0.736983921
YBL026W,0.123637266,0.332831005,0.750610054,0.384977333,0.374548067,0.364118802,0.353689536,0.736671565
YGR119C,0.176149081,0.258013972,0.832357247,0.381133568,0.356509649,0.33188573,0.30726181,0.736465739
YJR066W,0.397597647,0.21965968,0.679355783,0.379068198,0.347186494,0.315304791,0.283423087,0.736170427
YDR477W,0.192171081,0.244660864,0.832357247,0.378462514,0.351702184,0.324941854,0.298181524,0.732458942
YMR308C,0.217084672,0.273778167,0.750610054,0.378812765,0.357805845,0.336798926,0.315792006,0.730247713
YLR106C,0.795877418,0.148637289,0.39238653,0.371384632,0.326835163,0.282285695,0.237736226,0.727905534
YNL110C,0.17532606,0.291006049,0.750610054,0.376987053,0.359790852,0.342594651,0.325398451,0.724873501
YGR218W,0.228032288,0.260922634,0.750610054,0.375121903,0.352282049,0.329442195,0.306602341,0.724151542
YLR147C,0.134817917,0.312570288,0.750610054,0.377642137,0.364627767,0.351613397,0.338599028,0.724027245
YGL173C,0.318435375,0.210081333,0.750610054,0.372302024,0.339857886,0.307413747,0.274969609,0.723595914
YNL172W,0.3022798,0.218778099,0.750610054,0.372611513,0.34184483,0.311078147,0.280311465,0.723345216
YGR040W,0.167855844,0.289575385,0.750610054,0.374404167,0.357438411,0.340472654,0.323506898,0.719850796
YMR213W,0.221175923,0.259881914,0.750610054,0.372887451,0.350286344,0.327685236,0.305084129,0.719786711
