Protein,Priority Fun_GO
YLR044C,0.273148148,0.076889449,0.750610054
YOR212W,0.273148148,0
YOR181W,0.273148148,0.060892083
YMR049C,0.273148148,0.174901501,0.39238653
YGR262C,0.273148148,0.068086317,0.750610054
YMR059W,0.273148148,0,0.936310395
YER173W,0.273148148,0.203723896,0.39238653
YGL190C,0.273148148,0
YDR171W,0.273148148,0.197464464
YPL140C,0.273148148,0
YJL034W,0.273148148,0.444551094,0.103953148
YGR254W,0.273148148,0.27498053,0.358223524
YER179W,0.273148148,0.38634321,0.39238653
YPL240C,0.273148148,0,0.358223524
YDR142C,0.273148148,0,0.371644705
YLR291C,0.273148148,0.213487347
YJL130C,0.273148148,0.268208572,0.358223524
YDR523C,0.273148148,0,0.750610054
YGL206C,0.273148148,0,0.439970717
YJR077C,0.273148148,0,0
YOR351C,0.273148148,0
YCR002C,0.273148148,0.123992512,0.099072718
YDL043C,0.273148148,0.062479126,0.39238653
YGL048C,0.273148148,0.075614437,0.750610054
YGR240C,0.273148148,0,0.439970717
YML064C,0.185185185,0.390747134
YBR127C,0.185185185,0.09435858
YPR110C,0.185185185,0.752735598,0.39238653
YBR072W,0.185185185,0.441968669
YJR121W,0.185185185,0.155518978,0.081747194
YBR020W,0.185185185,0.373861179
YMR106C,0.185185185,0,0.39238653
YDR062W,0.143518519,0.11137952,0.462176672
YDR277C,0.143518519,0
YOR014W,0.143518519,0,0.750610054
YER112W,0.143518519,0.042699748,0.750610054
YLR058C,0.143518519,0.03823202,0.358223524
YNL236W,0.143518519,0.057772946,0.39238653
YNL032W,0.143518519,0.023818671,0.358223524
YNL138W,0.143518519,0,0.358223524
YDR225W,0.143518519,0.023818671,0.39238653
YGL035C,0.143518519,0,0.39238653
YBR208C,0.143518519,0.065690382
YMR139W,0.143518519,0.047637342
YML123C,0.143518519,0,0
YGL195W,0.143518519,0,0.358223524
YLR337C,0.143518519,0,0.358223524
YBR069C,0.143518519,0.042563189,0
YFL034C-B,0.143518519,0,0.750610054
YLR453C,0.143518519,0.061719913,0.39238653
YOR231W,0.143518519,0
YLR016C,0.143518519,0,0.750610054
YOL113W,0.143518519,0
YDL014W,0.143518519,0.063198237,0.39238653
YFR016C,0.143518519,0.023818671
YML032C,0.143518519,0.031921633,0.39238653
YBL036C,0.143518519,0.110833653,0.750610054
YDR170C,0.143518519,0.065132063,0.487066862
YHR165C,0.143518519,0.046925519,0.39238653
YGR136W,0.143518519,0,0.750610054
YNL088W,0.143518519,0.099080033,0.39238653
YER022W,0.143518519,0.023818671,0.39238653
YCR092C,0.143518519,0.085505576,0.39238653
YNL110C,0.143518519,0,0.750610054
YDL193W,0.143518519,0.100588809,0.496339678
YLR147C,0.143518519,0.033736152,0.750610054
YER117W,0.143518519,0.076355116,0.358223524
YBR169C,0.143518519,0.046699977
YBR059C,0.143518519,0
YLR262C,0.143518519,0,0.405319668
YNL312W,0.143518519,0.023818671,0.39238653
YNL323W,0.143518519,0.032498944,0.047096144
YEL015W,0.143518519,0.136950674,0.750610054
YDR097C,0.143518519,0.14280921,0.39238653
YPL042C,0.143518519,0,0.39238653
YCR093W,0.143518519,0.023818671,0.750610054
YLR429W,0.143518519,0.023818671
YPR119W,0.143518519,0.040701637
YGL181W,0.143518519,0.044502409,0.39238653
YGR184C,0.143518519,0
YHR014W,0.143518519,0.023818671,0.39238653
YPR010C,0.143518519,0,0.39238653
YPR093C,0.143518519,0,0.750610054
YBR098W,0.143518519,0,0.39238653
YMR319C,0.143518519,0,0
YHR066W,0.143518519,0.069749137,0.39238653
YMR093W,0.143518519,0,0.39238653
YMR036C,0.143518519,0.023818671
YDL116W,0.143518519,0,0.832357247
YNL007C,0.143518519,0.107051826,0.750610054
YGR067C,0.143518519,0,0.39238653
YER114C,0.143518519,0,0.358223524
YOL041C,0.143518519,0,0.39238653
YBR264C,0.143518519,0,0.405319668
YGL019W,0.143518519,0.049358231
YBR272C,0.143518519,0,0.358223524
YMR201C,0.143518519,0.044769308,0.39238653
YNL243W,0.143518519,0,0.422645193
YJL153C,0.143518519,0,0.358223524
YPR171W,0.143518519,0,0.487066862
YDR453C,0.143518519,0.070257817,0.358223524
YLR006C,0.143518519,0,0.358223524
YER155C,0.143518519,0
YDL042C,0.143518519,0.064005962,0.39238653
YOL108C,0.143518519,0,0.39238653
YMR104C,0.143518519,0,0.750610054
YCL031C,0.143518519,0,0.39238653
YDR192C,0.143518519,0,0.832357247
YKL068W,0.143518519,0,0.832357247
YPL004C,0.143518519,0.023818671,0.462176672
YJR066W,0.143518519,0,0.679355783
YHR102W,0.143518519,0
YDR342C,0.143518519,0,0
YJL090C,0.143518519,0.036593597,0.39238653
YCL043C,0.143518519,0.023818671,0.103953148
YDR339C,0.143518519,0.023818671,0.39238653
YGL049C,0.143518519,0,0.358223524
YGR258C,0.143518519,0.085874673,0.39238653
YAL040C,0.143518519,0.043414173
YGR119C,0.143518519,0,0.832357247
YAL016W,0.143518519,0
YER167W,0.143518519,0
YLR433C,0.143518519,0.045598807
YOR332W,0.143518519,0.037592407,0.122986823
YLR421C,0.143518519,0,0.750610054
YIL033C,0.143518519,0,0.750610054
YHR070W,0.143518519,0,0.750610054
YLR019W,0.143518519,0,0.047096144
YPR182W,0.143518519,0,0.39238653
YDR266C,0.143518519,0.023818671,0.358223524
YKL056C,0.143518519,0,0.358223524
YPL111W,0.143518519,0.162358387
YGR188C,0.143518519,0,0.39238653
YHR119W,0.143518519,0,0.39238653
YDR381W,0.143518519,0,0.39238653
YOR269W,0.143518519,0,0.750610054
YNL014W,0.143518519,0.042518716
YBR108W,0.143518519,0,0.081747194
YFR010W,0.143518519,0
YGL016W,0.143518519,0.023818671,0.39238653
YIR003W,0.143518519,0,0.358223524
YER020W,0.143518519,0,0.405319668
YMR058W,0.143518519,0.034562748,0.047096144
YPR015C,0.143518519,0.052520559
YER032W,0.143518519,0.023818671,0.017325525
YBR175W,0.143518519,0,0.39238653
YMR094W,0.143518519,0.055589285,0.39238653
YER146W,0.143518519,0.049085962,0.39238653
YLR403W,0.143518519,0,0.750610054
YIL125W,0.143518519,0,0.39238653
YGL120C,0.143518519,0.077756078,0.39238653
YKL080W,0.143518519,0,0.122986823
