Protein,,,,,
YLR044C,0.076889449,0.200269698,0.277159147,0.200269698,1.38392952
YOR212W,0,,0,0,#DIV/0!
YGL190C,0,,0,0,#DIV/0!
YPL140C,0,,0,0,#DIV/0!
YPL240C,0,,0,0,#DIV/0!
YDR142C,0,,0,0,#DIV/0!
YGL206C,0,,0,0,#DIV/0!
YJR077C,0,,0,0,#DIV/0!
YOR351C,0,,0,0,#DIV/0!
YGR240C,0,,0,0,#DIV/0!
YDR277C,0,,0,0,#DIV/0!
YNL138W,0,,0,0,#DIV/0!
YML123C,0,,0,0,#DIV/0!
YGL195W,0,,0,0,#DIV/0!
YLR337C,0,,0,0,#DIV/0!
YOR231W,0,,0,0,#DIV/0!
YOL113W,0,,0,0,#DIV/0!
YBR059C,0,,0,0,#DIV/0!
YLR262C,0,,0,0,#DIV/0!
YGR184C,0,,0,0,#DIV/0!
YMR319C,0,,0,0,#DIV/0!
YER114C,0,,0,0,#DIV/0!
YBR264C,0,,0,0,#DIV/0!
YBR272C,0,,0,0,#DIV/0!
YNL243W,0,,0,0,#DIV/0!
YJL153C,0,,0,0,#DIV/0!
YPR171W,0,,0,0,#DIV/0!
YLR006C,0,,0,0,#DIV/0!
YER155C,0,,0,0,#DIV/0!
YHR102W,0,,0,0,#DIV/0!
YDR342C,0,,0,0,#DIV/0!
YGL049C,0,,0,0,#DIV/0!
YAL016W,0,,0,0,#DIV/0!
YER167W,0,,0,0,#DIV/0!
YLR019W,0,,0,0,#DIV/0!
YKL056C,0,,0,0,#DIV/0!
YBR108W,0,,0,0,#DIV/0!
YFR010W,0,,0,0,#DIV/0!
YIR003W,0,,0,0,#DIV/0!
YER020W,0,,0,0,#DIV/0!
YKL080W,0,,0,0,#DIV/0!
YOR039W,0,,0,0,#DIV/0!
YDL239C,0,,0,0,#DIV/0!
YIL070C,0,,0,0,#DIV/0!
YDR219C,0,,0,0,#DIV/0!
YAL041W,0,,0,0,#DIV/0!
YMR199W,0,,0,0,#DIV/0!
YGR268C,0,,0,0,#DIV/0!
YIL156W,0,,0,0,#DIV/0!
YDR507C,0,,0,0,#DIV/0!
YOL082W,0,,0,0,#DIV/0!
YER054C,0,,0,0,#DIV/0!
YGL060W,0,,0,0,#DIV/0!
YBR203W,0,,0,0,#DIV/0!
YMR159C,0,,0,0,#DIV/0!
YER129W,0,,0,0,#DIV/0!
YHR112C,0,,0,0,#DIV/0!
YJL117W,0,,0,0,#DIV/0!
YJR104C,0,,0,0,#DIV/0!
YPR088C,0,,0,0,#DIV/0!
YLR258W,0,,0,0,#DIV/0!
YDR211W,0,,0,0,#DIV/0!
YLR352W,0,,0,0,#DIV/0!
YNL116W,0,,0,0,#DIV/0!
YGR234W,0,,0,0,#DIV/0!
YLR306W,0,,0,0,#DIV/0!
YOL045W,0,,0,0,#DIV/0!
YDR343C,0,,0,0,#DIV/0!
YFR015C,0,,0,0,#DIV/0!
YLR362W,0,,0,0,#DIV/0!
YBL105C,0,,0,0,#DIV/0!
YGL197W,0,,0,0,#DIV/0!
YCR076C,0,,0,0,#DIV/0!
YPL078C,0,,0,0,#DIV/0!
YKL048C,0,,0,0,#DIV/0!
YOR317W,0,,0,0,#DIV/0!
YKL011C,0,,0,0,#DIV/0!
YJR083C,0,,0,0,#DIV/0!
YDR239C,0,,0,0,#DIV/0!
YAL002W,0,,0,0,#DIV/0!
